occurrence_time,latitude,longitude,halfAngle,speed,type,note,analysis_time,time_before_analysis,time_since_last_cme
2015-05-25 23:48:00,18.0,-82.0,32.0,349.0,S,,2015-05-26 10:42:00,10.9,34.00000000000001
2015-05-27 19:36:00,-56.0,173.0,50.0,435.0,S,Most likely from far side. Position and width uncertain. Some indication of extension to center of east limb,2015-05-28 04:20:00,8.733333333333334,43.8
2015-05-28 23:48:00,59.0,90.0,15.0,724.0,C,used SWPC CAT,2015-05-29 04:40:00,4.866666666666666,28.2
2015-05-30 13:25:00,59.0,-12.0,24.0,190.0,S,,2015-05-31 05:57:00,16.533333333333335,37.61666666666667
2015-05-31 15:36:00,11.0,-119.0,32.0,427.0,S,CME is backsided.  Longitude is not correct due to the lack of imagery.,2015-05-31 23:52:00,8.266666666666667,26.183333333333334
2015-06-01 06:00:00,33.0,-63.0,32.0,180.0,S,,2015-06-01 21:57:00,15.95,14.4
2015-06-01 14:00:00,13.0,-100.0,38.0,730.0,C,Longitude is based on apparent CME signature appearing from behind the limb.,2015-06-01 19:06:00,5.1,8.0
2015-06-02 09:12:00,-3.0,80.0,33.0,270.0,S,Longitude is based on the location of the erupting prominence in AIA images.,2015-06-02 21:53:00,12.683333333333334,19.2
2015-06-05 20:48:00,-48.0,63.0,30.0,219.0,S,No clear source could be found in SDO. Lon/Lat was approximated from a small eruption observed in SDO 304 (near AR 2359) around 2015-06-06T17:25Z. CME was not modeled because of its strong southward latitude.,2015-06-06 14:36:00,17.8,83.6
2015-06-09 12:00:00,-33.0,-123.0,23.0,460.0,S,,2015-06-09 20:00:00,8.0,87.2
2015-06-09 20:00:00,30.0,-31.0,43.0,853.0,C,,2015-06-10 00:05:00,4.083333333333334,8.0
2015-06-10 14:12:00,46.0,22.0,44.0,367.0,S,,2015-06-11 14:49:00,24.616666666666667,18.200000000000003
2015-06-14 04:24:00,-23.0,40.0,36.0,701.0,C,,2015-06-14 08:47:00,4.383333333333334,86.2
2015-06-14 07:36:00,53.0,-41.0,18.0,760.0,C,,2015-06-14 12:04:00,4.466666666666667,3.2
2015-06-15 14:24:00,-75.0,-105.0,45.0,170.0,S,"This was a difficult CME to measure.  There is a southward-heading loop, but also a fan-like structure extending all the way to the northeast that may indicate a halo CME and a more equatorward direction.   This measurement is only for the southward component.",2015-06-16 13:51:00,23.45,30.8
2015-06-16 05:12:00,-50.0,25.0,39.0,570.0,C,"CME was faint, began with a narrow structure at the western edge with the full loop structure emerging after.  Lat/Lon are based initial on EUV source region, then adjusted for best CME fit.",2015-06-16 10:53:00,5.683333333333334,14.8
2015-06-16 18:00:00,-1.0,90.0,21.0,435.0,S,"This CME was non-radial in motion, starting a little north of the equator but extending southward.  The lat/lon measurements prioritized the location of the CME farther out in the C3 images.",2015-06-17 02:21:00,8.350000000000001,12.8
2015-06-17 01:25:00,34.0,45.0,18.0,175.0,S,Merged together with the CME starting around 02:00Z,2015-06-17 16:00:00,14.583333333333334,7.416666666666667
2015-06-17 03:12:00,30.0,-61.0,18.0,490.0,S,There was also one starting around 02:00Z. But the two seems to merge together,2015-06-17 10:15:00,7.05,1.7833333333333334
2015-06-17 04:36:00,11.0,-80.0,29.0,380.0,S,,2015-06-17 14:23:00,9.783333333333333,1.4
2015-06-17 07:48:00,44.0,52.0,23.0,175.0,S,,2015-06-18 04:35:00,20.783333333333335,3.2
2015-06-17 08:24:00,15.0,-65.0,30.0,510.0,C,,2015-06-17 15:12:00,6.8,0.6
2015-06-18 01:25:00,-19.0,90.0,40.0,1720.0,O,,2015-06-18 03:16:00,1.85,17.01666666666667
2015-06-18 03:18:00,23.0,-53.0,20.0,693.0,C,,2015-06-18 07:34:00,4.2666666666666675,1.8833333333333333
2015-06-18 17:24:00,11.0,-50.0,45.0,1000.0,O,,2015-06-18 20:00:00,2.6,14.1
2015-06-19 06:42:00,-33.0,9.0,54.0,603.0,C,,2015-06-19 14:59:00,8.283333333333335,13.3
2015-06-19 16:34:00,44.0,133.0,33.0,152.0,S,,2015-06-20 12:43:00,20.15,9.866666666666667
2015-06-21 02:48:00,7.0,-8.0,47.0,1250.0,O,,2015-06-21 05:01:00,2.216666666666667,34.233333333333334
2015-06-21 08:00:00,-36.0,51.0,17.0,450.0,S,Eruption that merged out of the outflows from the SW quadrant of SOHO. A possible source is faintly visible in SDO AIA 304 around 08:12UT.,2015-06-21 14:16:00,6.266666666666667,5.2
2015-06-22 18:36:00,14.0,3.0,45.0,1155.0,O,,2015-06-22 21:10:00,2.566666666666667,34.6
2015-06-23 00:00:00,-25.0,80.0,41.0,560.0,C,Measured using swpc_cat.,2015-06-23 06:07:00,6.116666666666666,5.4
2015-06-23 07:36:00,40.0,35.0,25.0,460.0,S,,2015-06-23 15:00:00,7.4,7.6
2015-06-23 18:36:00,26.0,26.0,14.0,581.0,C,"Possibly associated with a small brightening in SDO AIA 193 around 2015-06-23T16:45Z near AR 2371. Although the CME was classifed as C-type, it's narrow and diffusive nature makes it unlikely to have any substantial SWx impacts.",2015-06-24 00:01:00,5.416666666666667,11.0
2015-06-24 10:48:00,-23.0,95.0,42.0,375.0,S,,2015-06-24 20:45:00,9.95,16.2
2015-06-25 01:25:00,-5.0,100.0,29.0,233.0,S,,2015-06-25 17:00:00,15.583333333333334,14.616666666666667
2015-06-25 08:36:00,23.0,46.0,41.0,1450.0,O,"This was measured using SWPC_CAT.  We are expecting a glancing blow at Earth, however it will be weak.",2015-06-25 10:51:00,2.2500000000000004,7.183333333333334
2015-07-01 14:36:00,3.0,133.0,45.0,1300.0,O,"CME fitting using SWPC_cat, LASCO/C3 only, source regions is most likely AR 12371 behind the west limb, currently at lon ~120-140 (estimate from GONG synoptic magnetogram of 2015-07-01), CME fit gives lon compatible with this, speeds ~ 1100-1300 (similar speeds from STEREO_cat with lon=130)",2015-07-01 17:14:00,2.6333333333333333,150.0
2015-07-02 18:00:00,44.0,-114.0,32.0,600.0,C,"source close to NE limb, use STEREO_cat with C3",2015-07-02 23:43:00,5.716666666666667,27.4
2015-07-04 20:12:00,39.0,-73.0,30.0,626.0,C,,2015-07-05 01:50:00,5.633333333333334,50.2
2015-07-05 14:00:00,-8.0,86.0,16.0,252.0,S,,2015-07-06 12:17:00,22.283333333333335,17.8
2015-07-06 15:12:00,-31.0,-102.0,41.0,473.0,S,Large data gap (~4 hours) between start of CME imagery and later imagery when CME is very expanded and hard to define edge. Measurement based mainly on earlier images.,2015-07-06 23:16:00,8.066666666666666,25.2
2015-07-07 06:12:00,-54.0,90.0,8.0,450.0,S,This is a faint minor CME.   Measurement if plane of sky.,2015-07-07 14:01:00,7.816666666666666,15.0
2015-07-07 15:24:00,-8.0,-20.0,15.0,344.0,S,Source appears to be as a result of the on-going activity in AR 2381.,2015-07-07 20:33:00,5.15,9.2
2015-07-08 09:12:00,13.0,27.0,40.0,329.0,S,Based on an average of measurements using swpc_cat with C3.,2015-07-08 19:32:00,10.333333333333334,17.8
2015-07-09 00:00:00,-36.0,-61.0,28.0,302.0,S,This CME is only visible in C2 in SWPC_cat.,2015-07-09 13:12:00,13.2,14.8
2015-07-09 22:36:00,-47.0,-60.0,32.0,450.0,S,"Eastern part of CME was fit with SWPC_cat (C3 only), lon quite uncertain, can be between -60 and -90
(or sightly behind the limb), considering the large extent of the source filament this is no surprise.",2015-07-10 10:14:00,11.633333333333333,22.6
2015-07-10 16:00:00,47.0,104.0,34.0,116.0,S,,2015-07-12 00:29:00,32.483333333333334,17.400000000000002
2015-07-11 09:12:00,47.0,100.0,45.0,255.0,S,,2015-07-11 21:38:00,12.433333333333334,17.200000000000003
2015-07-12 18:12:00,17.0,-97.0,28.0,545.0,C,"Measurement is somewhat rough, difficult to follow in C3",2015-07-13 00:48:00,6.6,33.00000000000001
2015-07-13 00:24:00,49.0,90.0,14.0,415.0,S,"Ragged-front CME, fading in the C3 FOV.  Measurements are plane-of-sky, but the CME appears to have originated close to the limb anyhow.",2015-07-13 08:40:00,8.266666666666667,6.2
2015-07-13 09:36:00,-10.0,-50.0,21.0,635.0,C,CME longitude is based on the location of the source active region.  There is also a small spray from the same area at around 06:12 - the CME merges with this spray early in its transit.,2015-07-13 14:58:00,5.366666666666666,9.2
2015-07-14 06:36:00,17.0,90.0,28.0,185.0,S,"Measurements are plane-of-sky, but the origin is probably close to 90W anyhow.  CME has a multi-loop structure.",2015-07-15 02:17:00,19.683333333333334,21.0
2015-07-14 10:00:00,-50.0,-129.0,25.0,180.0,S,This CME was hard to measure.  Assumed longitude was based on location of filament on far side of Sun.  This CME may be part of another DONKI CME entry: 2015-07-14T12:00Z.,2015-07-15 06:02:00,20.033333333333335,3.4
2015-07-14 12:00:00,-50.0,168.0,29.0,220.0,S,"This may be part of the 2015-07-14Z10:00Z CME, not clear if it's a complex single CME or two separate ones.",2015-07-15 03:40:00,15.666666666666666,2.0
2015-07-16 18:00:00,80.0,-3.0,13.0,870.0,C,"use SWPC_cat for parameters, fit 5 C3 images, CME seems very high lat, CME quite faint and to the north, although filament source is at lower lat and in the eastern quadrant. some fits give higher speeds >1000 km/s and lower lat.",2015-07-16 22:07:00,4.116666666666667,54.0
2015-07-17 06:12:00,10.0,55.0,9.0,350.0,S,"CME very faint in C3, use AR 12388 as source for lat.",2015-07-17 17:52:00,11.666666666666666,12.2
2015-07-17 16:24:00,0.0,90.0,30.0,133.0,S,,2015-07-18 19:16:00,26.866666666666667,10.2
2015-07-18 00:00:00,15.0,100.0,39.0,208.0,S,,2015-07-18 17:33:00,17.55,7.6
2015-07-18 04:48:00,10.0,92.0,32.0,212.0,S,,2015-07-18 21:53:00,17.083333333333336,4.8
2015-07-18 13:25:00,12.0,91.0,30.0,222.0,S,,2015-07-19 05:13:00,15.8,8.616666666666667
2015-07-18 15:12:00,20.0,92.0,42.0,331.0,S,,2015-07-19 01:57:00,10.75,1.7833333333333334
2015-07-18 20:12:00,9.0,95.0,23.0,257.0,S,,2015-07-19 10:13:00,14.016666666666667,5.0
2015-07-18 23:26:00,41.0,124.0,20.0,316.0,S,Longitude identified using STEREO A and SOHO data. Very high northern latitude. Rising loops along the north east limb in SDO AIA 171 were seen around 22UT,2015-07-19 10:52:00,11.433333333333334,3.2333333333333334
2015-07-19 05:24:00,-28.0,70.0,26.0,483.0,S,,2015-07-19 13:18:00,7.9,5.966666666666667
2015-07-19 09:48:00,-19.0,51.0,38.0,763.0,C,,2015-07-19 14:30:00,4.7,4.4
2015-07-20 08:48:00,50.0,36.0,10.0,380.0,S,These measurements were made with SOHO LASCO C2.,2015-07-20 19:42:00,10.9,23.0
2015-07-20 10:36:00,51.0,-12.0,10.0,328.0,S,Measurements were made with SOHO LASCO C2 only.,2015-07-20 20:48:00,10.2,1.8
2015-07-20 13:36:00,-20.0,155.0,19.0,289.0,S,,2015-07-20 22:14:00,8.633333333333335,3.0
2015-07-21 18:00:00,21.0,115.0,42.0,378.0,S,,2015-07-22 03:23:00,9.383333333333333,28.4
2015-07-22 05:48:00,-43.0,-27.0,24.0,319.0,S,,2015-07-22 17:22:00,11.566666666666666,11.8
2015-07-23 00:00:00,37.0,121.0,26.0,322.0,S,,2015-07-23 10:24:00,10.4,18.200000000000003
2015-07-23 12:00:00,-75.0,-33.0,14.0,260.0,S,Measured in swpc_cat with only C2.  Very narrow and faint.,2015-07-24 01:57:00,13.95,12.0
2015-07-24 16:36:00,32.0,161.0,18.0,400.0,S,Measurement is rough and using primarily C2 imagery.,2015-07-25 01:30:00,8.9,28.6
2015-07-25 15:12:00,65.0,110.0,22.0,515.0,C,,2015-07-25 22:08:00,6.933333333333334,22.6
2015-07-25 21:12:00,52.0,-107.0,29.0,600.0,C,"This measurement reflects the outer boundary measurement of the CME. The bright, inner portion of the CME produces lower speeds.",2015-07-26 02:00:00,4.8,6.0
2015-07-26 09:12:00,42.0,168.0,44.0,353.0,S,Good looking fit in SWPC Cat using some C2 imagery and mostly C3 imagery,2015-07-26 18:48:00,9.6,12.0
2015-07-28 13:00:00,68.0,-84.0,25.0,93.0,S,,2015-07-29 18:00:00,29.0,51.8
2015-07-30 16:00:00,26.0,-137.0,36.0,381.0,S,,2015-07-31 04:47:00,12.783333333333333,51.0
2015-07-31 00:24:00,-21.0,155.0,10.0,128.0,S,,2015-07-31 23:05:00,22.683333333333334,8.4
2015-07-31 16:24:00,0.0,-30.0,10.0,488.0,S,,2015-07-31 19:51:00,3.45,16.0
2015-07-31 17:37:00,16.0,-100.0,21.0,335.0,S,,2015-08-01 01:50:00,8.216666666666669,1.2166666666666666
2015-08-01 00:00:00,-30.0,-95.0,22.0,171.0,S,,2015-08-01 20:01:00,20.016666666666666,6.383333333333334
2015-08-01 22:24:00,-18.0,-88.0,21.0,420.0,S,,2015-08-02 06:43:00,8.316666666666668,22.4
2015-08-02 22:12:00,-25.0,-99.0,41.0,516.0,C,,2015-08-03 05:38:00,7.433333333333334,23.8
2015-08-03 13:25:00,-36.0,-112.0,35.0,556.0,C,"Measurement was made using SWPC_CAT, with STEREO A coronagraphs and SOHO C3",2015-08-03 20:23:00,6.966666666666667,15.216666666666667
2015-08-04 04:24:00,55.0,90.0,23.0,362.0,S,The longitude is plane of sky.,2015-08-04 18:06:00,13.7,14.983333333333333
2015-08-04 15:36:00,71.0,12.0,21.0,314.0,S,Preliminary measurement done using SWPC_CAT.,2015-08-05 01:12:00,9.6,11.2
2015-08-05 07:36:00,36.0,2.0,14.0,505.0,C,"Eruption seen to the north of C2/3, source filament (as seen in AIA 193/304) is mostly N-S oriented, which might result in the visible CME to be very narrow, but it cound be quite extended to the equator (and might possibly impact Earth), but without side view this can not be confirmed.",2015-08-05 14:05:00,6.483333333333333,16.0
2015-08-05 22:36:00,21.0,-100.0,20.0,386.0,S,,2015-08-06 02:51:00,4.250000000000001,15.0
2015-08-07 20:48:00,-20.0,-56.0,23.0,446.0,S,,2015-08-08 04:47:00,7.983333333333333,46.2
2015-08-08 00:24:00,-15.0,-55.0,34.0,829.0,C,,2015-08-08 04:11:00,3.783333333333333,3.6
2015-08-08 01:25:00,47.0,108.0,41.0,216.0,S,,2015-08-08 16:25:00,15.0,1.0166666666666668
2015-08-08 08:36:00,60.0,-93.0,12.0,357.0,S,,2015-08-08 16:32:00,7.933333333333334,7.183333333333334
2015-08-08 23:48:00,-2.0,86.0,6.0,477.0,S,,2015-08-09 07:52:00,8.066666666666666,15.2
2015-08-09 02:36:00,-32.0,-122.0,13.0,206.0,S,,2015-08-09 19:27:00,16.85,2.8
2015-08-09 12:00:00,52.0,75.0,32.0,833.0,C,,2015-08-09 16:35:00,4.583333333333333,9.4
2015-08-12 00:00:00,-34.0,97.0,27.0,498.0,S,,2015-08-12 08:48:00,8.8,60.0
2015-08-12 15:12:00,-22.0,36.0,41.0,567.0,C,,2015-08-12 21:22:00,6.166666666666667,15.2
2015-08-13 00:30:00,-15.0,32.0,23.0,403.0,S,,2015-08-13 05:02:00,4.533333333333334,9.3
2015-08-13 02:24:00,43.0,99.0,24.0,569.0,C,,2015-08-13 07:39:00,5.25,1.9
2015-08-14 09:36:00,-21.0,44.0,41.0,500.0,C,,2015-08-14 18:08:00,8.533333333333335,31.2
2015-08-15 13:25:00,21.0,59.0,21.0,650.0,C,,2015-08-15 18:28:00,5.05,27.816666666666666
2015-08-15 19:12:00,21.0,-112.0,25.0,232.0,S,,2015-08-16 10:22:00,15.166666666666666,5.783333333333333
2015-08-16 09:12:00,12.0,-105.0,41.0,317.0,S,,2015-08-16 20:40:00,11.466666666666667,14.0
2015-08-16 09:48:00,65.0,-43.0,15.0,224.0,S,,2015-08-17 01:53:00,16.083333333333332,0.6
2015-08-20 03:24:00,-6.0,139.0,27.0,264.0,S,,2015-08-20 19:17:00,15.883333333333333,89.6
2015-08-20 10:12:00,51.0,-126.0,27.0,689.0,C,,2015-08-20 15:02:00,4.833333333333333,6.8
2015-08-21 10:24:00,-33.0,-7.0,39.0,350.0,S,,2015-08-21 19:40:00,9.266666666666667,24.2
2015-08-22 07:24:00,5.0,-2.0,27.0,1057.0,O,Median result from ensemble simulation,2015-08-22 10:45:00,3.35,21.0
2015-08-23 04:36:00,3.0,-45.0,11.0,1288.0,O,Quick but very narrow CME,2015-08-23 07:07:00,2.5166666666666666,21.2
2015-08-23 13:25:00,62.0,-100.0,24.0,225.0,S,Measurements are rough as the CME has no clear visible front.,2015-08-24 05:48:00,16.383333333333336,8.816666666666668
2015-08-24 09:12:00,-15.0,97.0,35.0,278.0,S,,2015-08-24 21:52:00,12.666666666666666,19.783333333333335
2015-08-24 22:12:00,13.0,123.0,14.0,500.0,C,Longitude estimated from source location seen in EUVI,2015-08-25 04:29:00,6.283333333333333,13.0
2015-08-25 16:00:00,-34.0,63.0,38.0,325.0,S,,2015-08-26 03:33:00,11.55,17.8
2015-08-26 16:00:00,-19.0,46.0,11.0,378.0,S,,2015-08-26 23:57:00,7.95,24.0
2015-08-28 02:00:00,-17.0,-153.0,17.0,697.0,C,,2015-08-28 06:52:00,4.866666666666666,34.00000000000001
2015-08-28 07:12:00,-6.0,74.0,32.0,309.0,S,Very approximate analysis since the source location not found. Used coordinates of the flare.,2015-08-28 18:35:00,11.383333333333333,5.2
2015-08-30 06:12:00,56.0,-44.0,10.0,428.0,S,,2015-08-30 14:12:00,8.0,47.0
2015-08-31 05:36:00,-11.0,92.0,23.0,434.0,S,Very rough estimates since CME was very faint in LASCO C3 images.,2015-08-31 18:06:00,12.5,23.4
2015-08-31 10:24:00,51.0,112.0,17.0,455.0,S,Very rough estimates since CME is very faint in the LASCO images.,2015-08-31 17:16:00,6.866666666666666,4.8
2015-08-31 23:12:00,74.0,158.0,36.0,400.0,S,"Direction uncertain, likely back-sided",2015-09-01 09:36:00,10.4,12.8
2015-09-01 01:25:00,-25.0,-105.0,14.0,660.0,C,,2015-09-01 06:08:00,4.716666666666667,2.216666666666667
2015-09-01 22:00:00,-21.0,-1.0,10.0,676.0,C,These are preliminary measurements using LASCO C2. More images are needed to get an accurate measurement.,2015-09-02 02:48:00,4.8,20.583333333333332
2015-09-02 14:06:00,29.0,102.0,35.0,404.0,S,"CME source could not be identified on the Sun's surface, but some organization and eruption of magnetic field lines could be visible in SDO 171/193.  The location was then approximated.",2015-09-03 02:19:00,12.216666666666667,16.1
2015-09-03 11:24:00,-22.0,90.0,33.0,328.0,S,Analysis very unreliable since longitude is more or less a guess as no definite source location found.,2015-09-04 03:11:00,15.783333333333333,21.3
2015-09-04 14:12:00,-43.0,10.0,23.0,302.0,S,Measured in swpc_cat using C3 imagery.,2015-09-05 02:10:00,11.966666666666667,26.8
2015-09-04 19:24:00,-25.0,-20.0,55.0,325.0,S,,2015-09-05 12:47:00,17.383333333333336,5.2
2015-09-06 23:30:00,-15.0,-26.0,18.0,256.0,S,CME analysis is unreliable since the source was assumed to be the darkening that seems to have happened after the CME was detected.,2015-09-07 08:43:00,9.216666666666667,52.1
2015-09-07 10:36:00,45.0,38.0,38.0,300.0,S,,2015-09-07 23:14:00,12.633333333333333,11.1
2015-09-08 06:24:00,59.0,90.0,20.0,340.0,S,This measurement is plane of sky only.  Probable source longitude is closer to 100-120 degrees.,2015-09-08 16:44:00,10.333333333333334,19.8
2015-09-08 11:12:00,55.0,-90.0,16.0,280.0,S,"CME was very ragged and tough to measure.  Measurement is plane of sky only, source is probably behind the East limb.",2015-09-08 22:59:00,11.783333333333333,4.8
2015-09-11 15:12:00,20.0,24.0,10.0,735.0,C,These are preliminary measurements taken using C2 and based on limited imagery.,2015-09-11 19:00:00,3.8,76.0
2015-09-15 17:24:00,90.0,2.0,21.0,470.0,S,The CME may be more back sided than this measurement suggests. Done with SWPC_CAT c3 images.,2015-09-16 01:41:00,8.283333333333335,98.2
2015-09-16 10:00:00,-13.0,-73.0,11.0,404.0,S,,2015-09-16 17:40:00,7.666666666666667,16.6
2015-09-18 05:00:00,-26.0,7.0,38.0,744.0,C,CME analysis very approximate since source location is not very clear (no pronounced darkening). Analyzed CME in SWPC CAT.,2015-09-18 09:37:00,4.616666666666666,43.0
2015-09-19 09:48:00,-49.0,105.0,37.0,372.0,S,Measurements done in SWPC-CAT using C3 images.  The source location is believed to be back sided as there were no eruptions or signatures seen in SDO AIA imagery.,2015-09-19 21:25:00,11.616666666666667,28.8
2015-09-20 10:00:00,-17.0,-90.0,10.0,540.0,C,,2015-09-20 16:40:00,6.666666666666667,24.2
2015-09-20 18:12:00,-23.0,51.0,40.0,1100.0,O,,2015-09-20 21:15:00,3.05,8.200000000000001
2015-09-21 05:36:00,-4.0,-70.0,20.0,608.0,C,Measurements are done with SWPC_Cat but the images are still very close to the solar surface.,2015-09-21 10:52:00,5.266666666666667,11.4
2015-09-21 22:00:00,-14.0,104.0,17.0,240.0,S,Direction uncertain,2015-09-22 13:03:00,15.05,16.400000000000002
2015-09-22 08:48:00,-31.0,-178.0,56.0,177.0,S,"This is a preliminary measurement done in SWPC_cat using a few of the C3 images. In addition, this measurement was done with an unclear source location but assuming back sided.",2015-09-23 11:19:00,26.516666666666666,10.8
2015-09-23 01:25:00,-33.0,-141.0,42.0,402.0,S,Measurements are very rough since CME is very faint and the available images are not good.,2015-09-23 10:14:00,8.816666666666668,16.616666666666667
2015-09-23 19:00:00,-14.0,-51.0,21.0,364.0,S,,2015-09-24 03:48:00,8.8,17.583333333333336
2015-09-24 05:12:00,-9.0,-34.0,20.0,724.0,C,Source location uncertain b/c of a data gap in AIA 193. Long/lat are a guess based on the location of a dimming ~lat/lon(-10; -35) after the data gap.,2015-09-24 08:03:00,2.85,10.2
2015-09-25 16:12:00,-28.0,-53.0,15.0,193.0,S,,2015-09-26 10:54:00,18.7,35.00000000000001
2015-09-27 00:36:00,1.0,-88.0,10.0,421.0,S,,2015-09-27 08:58:00,8.366666666666667,32.4
2015-09-27 15:36:00,22.0,-49.0,20.0,700.0,C,,2015-09-27 20:50:00,5.233333333333333,15.0
2015-09-28 05:12:00,3.0,76.0,31.0,387.0,S,,2015-09-28 15:50:00,10.633333333333333,13.6
2015-09-29 00:00:00,-26.0,-80.0,31.0,180.0,S,"CME was fairly faint - source seemed to be behind the East limb, but triangulation of common features observed in LASCO and STEREO-A COR2 indicated lower eastern longitude.",2015-09-29 19:46:00,19.766666666666666,18.8
2015-09-29 11:24:00,79.0,24.0,24.0,465.0,S,"Measurement is approximate.  CME has a ragged front, and is fairly narrow so it is assumed that the trajectory is strongly northward. However, there is a great deal of uncertainty.",2015-09-29 19:18:00,7.9,11.4
2015-09-30 00:00:00,-55.0,-40.0,21.0,275.0,S,,2015-09-30 15:00:00,15.0,12.6
2015-09-30 09:36:00,-15.0,49.0,37.0,584.0,C,,2015-09-30 16:35:00,6.983333333333333,9.6
2015-09-30 11:00:00,34.0,116.0,50.0,595.0,C,,2015-09-30 18:00:00,7.0,1.4
2015-10-01 07:24:00,-21.0,104.0,26.0,483.0,S,CME analysis covers the bulk of the CME only not the shock (very faint shock).,2015-10-01 12:22:00,4.966666666666667,20.4
2015-10-04 06:48:00,19.0,96.0,16.0,560.0,C,,2015-10-04 13:30:00,6.7,71.4
2015-10-05 17:24:00,19.0,102.0,23.0,970.0,C,"CME had a streamer before main eruption, determining leading edge was somewhat difficult. Analysis mostly from STA.",2015-10-05 21:08:00,3.7333333333333334,34.6
2015-10-07 07:48:00,-12.0,95.0,30.0,550.0,C,,2015-10-07 12:50:00,5.033333333333333,38.4
2015-10-10 17:12:00,-26.0,-93.0,27.0,140.0,S,,2015-10-11 14:40:00,21.466666666666665,81.4
2015-10-11 06:48:00,-15.0,-107.0,11.0,468.0,S,,2015-10-12 03:25:00,20.616666666666667,13.6
2015-10-12 17:24:00,-20.0,85.0,18.0,150.0,S,,2015-10-14 01:30:00,32.1,34.6
2015-10-13 13:25:00,-21.0,-102.0,23.0,440.0,S,,2015-10-13 20:44:00,7.316666666666666,20.016666666666666
2015-10-14 00:00:00,65.0,-130.0,32.0,410.0,S,Longitude estimated using the center of the filament visible in EUVIA.  Only LASCO available.,2015-10-14 08:11:00,8.183333333333334,10.583333333333334
2015-10-14 00:24:00,-18.0,-95.0,17.0,790.0,C,,2015-10-14 04:18:00,3.9,0.4
2015-10-14 22:36:00,46.0,-114.0,30.0,276.0,S,,2015-10-15 11:35:00,12.983333333333333,22.2
2015-10-15 03:24:00,59.0,-119.0,30.0,579.0,C,,2015-10-15 09:51:00,6.45,4.8
2015-10-15 20:24:00,24.0,166.0,20.0,405.0,S,CME was very faint and difficult to define.  Measurements should be viewed as approximate.,2015-10-16 04:00:00,7.6,17.000000000000004
2015-10-16 13:25:00,3.0,-100.0,41.0,330.0,S,"CME front was ragged and difficult to define.  There may be separate eruptions that are overlapping, or one eruption.",2015-10-17 00:15:00,10.833333333333334,17.01666666666667
2015-10-17 21:36:00,-15.0,-65.0,25.0,193.0,S,,2015-10-18 16:22:00,18.766666666666666,32.18333333333333
2015-10-18 00:00:00,-15.0,-59.0,23.0,193.0,S,,2015-10-18 18:24:00,18.4,2.4
2015-10-18 20:00:00,24.0,-104.0,31.0,270.0,S,,2015-10-19 13:26:00,17.433333333333337,20.0
2015-10-19 00:48:00,7.0,-90.0,25.0,400.0,S,Event associated with a filament eruption in the eastern limb. Eruption seen in both SDO and STEREO EUV imagery.,2015-10-19 13:19:00,12.516666666666667,4.8
2015-10-22 03:12:00,-13.0,37.0,43.0,861.0,C,Good SOHO coverage; 1 STEREO A image only available.,2015-10-22 07:09:00,3.95,74.4
2015-10-24 07:48:00,10.0,-143.0,12.0,283.0,S,These are measurements using swpc_cat C3 imagery.,2015-10-24 19:48:00,12.0,52.6
2015-10-25 04:36:00,-6.0,-133.0,28.0,446.0,S,,2015-10-25 12:31:00,7.916666666666667,20.8
2015-10-27 02:24:00,19.0,-90.0,21.0,420.0,S,"This was a bright, narrow eruption.  Measurements are plane of sky only - not clear what the true direction is, but probably close to -90.",2015-10-27 13:01:00,10.616666666666667,45.8
2015-10-27 13:25:00,-19.0,90.0,32.0,549.0,C,"Measurements were done in swpc_cat, using both c2 and c3 images.",2015-10-27 20:07:00,6.7,11.016666666666667
2015-10-27 23:36:00,16.0,-73.0,20.0,335.0,S,Measurements were preliminary and done using  only a few c3 frames.,2015-10-28 08:47:00,9.183333333333334,10.183333333333334
2015-10-28 10:00:00,3.0,-93.0,21.0,278.0,S,,2015-10-28 21:45:00,11.75,10.4
2015-10-28 15:12:00,-20.0,-33.0,25.0,430.0,S,"parameters from C3 rather close to disk, should be remeasured with back-filled images",2015-10-28 23:47:00,8.583333333333334,5.2
2015-10-29 01:25:00,-15.0,151.0,28.0,402.0,S,,2015-10-29 09:02:00,7.616666666666666,10.216666666666667
2015-10-29 02:48:00,-24.0,95.0,31.0,390.0,S,,2015-10-29 12:59:00,10.183333333333334,1.3833333333333333
2015-10-29 11:00:00,-22.0,-41.0,19.0,400.0,S,,2015-10-29 17:36:00,6.6,8.200000000000001
2015-10-30 17:00:00,-4.0,-51.0,28.0,655.0,C,Measured with C3 in swpc_cat.,2015-10-30 23:15:00,6.25,30.0
2015-10-31 02:00:00,38.0,55.0,13.0,344.0,S,POS measurement on STEREO CAT.,2015-10-31 11:03:00,9.05,9.000000000000002
2015-10-31 08:00:00,31.0,97.0,35.0,240.0,S,,2015-11-01 03:47:00,19.783333333333335,6.0
2015-11-01 12:36:00,25.0,-109.0,32.0,629.0,C,,2015-11-01 18:21:00,5.75,28.6
2015-11-01 12:48:00,25.0,63.0,22.0,666.0,C,,2015-11-01 18:42:00,5.9,0.2
2015-11-01 23:36:00,-22.0,-121.0,44.0,379.0,S,,2015-11-02 12:30:00,12.9,10.8
2015-11-02 20:36:00,-24.0,102.0,44.0,782.0,C,,2015-11-03 02:14:00,5.633333333333334,21.0
